Column,Set,Benchmark,Result
Cortex-A57,r31430,jetstream-asmjs-n-body,5812
Cortex-A57,r31430,jetstream-asmjs-quicksort,1978
Cortex-A57,r31430,jetstream-asmjs-towers,1502
Cortex-A57,r31430,jetstream-asmjs-bigfib,2423
Cortex-A57,r31430,jetstream-asmjs-container,15653
Cortex-A57,r31430,jetstream-asmjs-dry,4125
Cortex-A57,r31430,jetstream-asmjs-float-mm,2598
Cortex-A57,r31430,jetstream-asmjs-gcc-loops,17478
Cortex-A57,r31430,jetstream-asmjs-n-body,5538
Cortex-A57,r31430,jetstream-asmjs-quicksort,1726
Cortex-A57,r31430,jetstream-asmjs-towers,1551
Cortex-A57,r31430,jetstream-asmjs-bigfib,2453
Cortex-A57,r31430,jetstream-asmjs-container,15764
Cortex-A57,r31430,jetstream-asmjs-dry,4055
Cortex-A57,r31430,jetstream-asmjs-float-mm,2624
Cortex-A57,r31430,jetstream-asmjs-gcc-loops,17347
Cortex-A57,r31430,jetstream-asmjs-n-body,5537
Cortex-A57,r31430,jetstream-asmjs-quicksort,1690
Cortex-A57,r31430,jetstream-asmjs-towers,1502
Cortex-A57,r31430,jetstream-asmjs-bigfib,2156
Cortex-A57,r31430,jetstream-asmjs-container,15876
Cortex-A57,r31430,jetstream-asmjs-dry,4055
Cortex-A57,r31430,jetstream-asmjs-float-mm,2584
Cortex-A57,r31430,jetstream-asmjs-gcc-loops,17419
Cortex-A57,r31430,jetstream-asmjs-n-body,5812
Cortex-A57,r31430,jetstream-asmjs-quicksort,1678
Cortex-A57,r31430,jetstream-asmjs-towers,1506
Cortex-A57,r31430,jetstream-asmjs-bigfib,2153
Cortex-A57,r31430,jetstream-asmjs-container,15940
Cortex-A57,r31430,jetstream-asmjs-dry,4054
Cortex-A57,r31430,jetstream-asmjs-float-mm,2583
Cortex-A57,r31430,jetstream-asmjs-gcc-loops,17472
Cortex-A57,r31430,jetstream-asmjs-n-body,5538
Cortex-A57,r31430,jetstream-asmjs-quicksort,1676
Cortex-A57,r31430,jetstream-asmjs-towers,1504
