Column,Set,Benchmark,Result
Cortex-A57,Patch,asmjs-ubench-primes,17607
Cortex-A57,Patch,asmjs-ubench-skinning,52319
Cortex-A57,Patch,asmjs-ubench-copy,12854
Cortex-A57,Patch,asmjs-ubench-corrections,16488
Cortex-A57,Patch,asmjs-ubench-fannkuch,17485
Cortex-A57,Patch,asmjs-ubench-fasta,39302
Cortex-A57,Patch,asmjs-ubench-life,17504
Cortex-A57,Patch,asmjs-ubench-memops,31038
Cortex-A57,Patch,asmjs-ubench-primes,17609
Cortex-A57,Patch,asmjs-ubench-skinning,53098
Cortex-A57,Patch,asmjs-ubench-copy,12586
Cortex-A57,Patch,asmjs-ubench-corrections,16488
Cortex-A57,Patch,asmjs-ubench-fannkuch,16662
Cortex-A57,Patch,asmjs-ubench-fasta,39581
Cortex-A57,Patch,asmjs-ubench-life,17531
Cortex-A57,Patch,asmjs-ubench-memops,31035
Cortex-A57,Patch,asmjs-ubench-primes,17608
Cortex-A57,Patch,asmjs-ubench-skinning,51558
Cortex-A57,Patch,asmjs-ubench-copy,12586
Cortex-A57,Patch,asmjs-ubench-corrections,16489
Cortex-A57,Patch,asmjs-ubench-fannkuch,16588
Cortex-A57,Patch,asmjs-ubench-fasta,39320
Cortex-A57,Patch,asmjs-ubench-life,17573
Cortex-A57,Patch,asmjs-ubench-memops,31035
Cortex-A57,Patch,asmjs-ubench-primes,17606
Cortex-A57,Patch,asmjs-ubench-skinning,50243
Cortex-A57,Patch,asmjs-ubench-copy,12593
Cortex-A57,Patch,asmjs-ubench-corrections,16487
Cortex-A57,Patch,asmjs-ubench-fannkuch,16643
Cortex-A57,Patch,asmjs-ubench-fasta,39582
Cortex-A57,Patch,asmjs-ubench-life,17504
Cortex-A57,Patch,asmjs-ubench-memops,31037
Cortex-A57,Patch,asmjs-ubench-primes,17610
Cortex-A57,Patch,asmjs-ubench-skinning,52167
Cortex-A57,Patch,jetstream-asmjs-bigfib,2372
Cortex-A57,Patch,jetstream-asmjs-container,15437
Cortex-A57,Patch,jetstream-asmjs-dry,4015
Cortex-A57,Patch,jetstream-asmjs-float-mm,2586
Cortex-A57,Patch,jetstream-asmjs-gcc-loops,17493
Cortex-A57,Patch,jetstream-asmjs-n-body,5547
Cortex-A57,Patch,jetstream-asmjs-quicksort,2102
Cortex-A57,Patch,jetstream-asmjs-towers,1782
Cortex-A57,Patch,jetstream-asmjs-bigfib,2117
Cortex-A57,Patch,jetstream-asmjs-container,15509
Cortex-A57,Patch,jetstream-asmjs-dry,4057
Cortex-A57,Patch,jetstream-asmjs-float-mm,2596
Cortex-A57,Patch,jetstream-asmjs-gcc-loops,17961
Cortex-A57,Patch,jetstream-asmjs-n-body,5547
Cortex-A57,Patch,jetstream-asmjs-quicksort,1826
Cortex-A57,Patch,jetstream-asmjs-towers,1503
Cortex-A57,Patch,jetstream-asmjs-bigfib,2367
Cortex-A57,Patch,jetstream-asmjs-container,15504
Cortex-A57,Patch,jetstream-asmjs-dry,4057
Cortex-A57,Patch,jetstream-asmjs-float-mm,2586
Cortex-A57,Patch,jetstream-asmjs-gcc-loops,17462
Cortex-A57,Patch,jetstream-asmjs-n-body,5548
Cortex-A57,Patch,jetstream-asmjs-quicksort,2103
Cortex-A57,Patch,jetstream-asmjs-towers,1506
Cortex-A57,Patch,jetstream-asmjs-bigfib,2370
Cortex-A57,Patch,jetstream-asmjs-container,15448
Cortex-A57,Patch,jetstream-asmjs-dry,4057
Cortex-A57,Patch,jetstream-asmjs-float-mm,2585
Cortex-A57,Patch,jetstream-asmjs-gcc-loops,17798
Cortex-A57,Patch,jetstream-asmjs-n-body,5547
Cortex-A57,Patch,jetstream-asmjs-quicksort,1826
Cortex-A57,Patch,jetstream-asmjs-towers,1503
Cortex-A57,Patch,jetstream-asmjs-bigfib,2122
Cortex-A57,Patch,jetstream-asmjs-container,15485
Cortex-A57,Patch,jetstream-asmjs-dry,4058
Cortex-A57,Patch,jetstream-asmjs-float-mm,2594
Cortex-A57,Patch,jetstream-asmjs-gcc-loops,17778
Cortex-A57,Patch,jetstream-asmjs-n-body,5548
Cortex-A57,Patch,jetstream-asmjs-quicksort,1883
Cortex-A57,Patch,jetstream-asmjs-towers,1505
