Column,Set,Benchmark,Result
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4370
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3303
Cortex-A53,"Baseline (r31252)",octane-RegExp,388
Cortex-A53,"Baseline (r31252)",octane-Splay,582
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3844
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2851
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1455
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1720
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3898
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3577
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1668
Cortex-A53,"Baseline (r31252)",octane-Box2D,2252
Cortex-A53,"Baseline (r31252)",octane-zlib,5188
Cortex-A53,"Baseline (r31252)",octane-Typescript,2269
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2272
Cortex-A53,"Baseline (r31252)",octane-Richards,2305
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3584
Cortex-A53,"Baseline (r31252)",octane-Crypto,2523
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4409
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3312
Cortex-A53,"Baseline (r31252)",octane-RegExp,390
Cortex-A53,"Baseline (r31252)",octane-Splay,610
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3924
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2854
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1434
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1601
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3566
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3534
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1671
Cortex-A53,"Baseline (r31252)",octane-Box2D,2256
Cortex-A53,"Baseline (r31252)",octane-zlib,5192
Cortex-A53,"Baseline (r31252)",octane-Typescript,2275
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2260
Cortex-A53,"Baseline (r31252)",octane-Richards,2331
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3501
Cortex-A53,"Baseline (r31252)",octane-Crypto,2506
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4392
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3313
Cortex-A53,"Baseline (r31252)",octane-RegExp,393
Cortex-A53,"Baseline (r31252)",octane-Splay,609
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3995
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2854
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1531
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1709
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3895
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3550
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1669
Cortex-A53,"Baseline (r31252)",octane-Box2D,2256
Cortex-A53,"Baseline (r31252)",octane-zlib,5166
Cortex-A53,"Baseline (r31252)",octane-Typescript,2226
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2286
Cortex-A53,"Baseline (r31252)",octane-Richards,2326
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3494
Cortex-A53,"Baseline (r31252)",octane-Crypto,2527
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4440
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3314
Cortex-A53,"Baseline (r31252)",octane-RegExp,389
Cortex-A53,"Baseline (r31252)",octane-Splay,615
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3929
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2857
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1451
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1724
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3886
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3568
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1669
Cortex-A53,"Baseline (r31252)",octane-Box2D,2349
Cortex-A53,"Baseline (r31252)",octane-zlib,5166
Cortex-A53,"Baseline (r31252)",octane-Typescript,2261
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2288
Cortex-A53,"Baseline (r31252)",octane-Richards,2303
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3531
Cortex-A53,"Baseline (r31252)",octane-Crypto,2535
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4422
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3295
Cortex-A53,"Baseline (r31252)",octane-RegExp,383
Cortex-A53,"Baseline (r31252)",octane-Splay,618
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,4300
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2859
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1410
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1715
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3870
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3564
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1653
Cortex-A53,"Baseline (r31252)",octane-Box2D,2203
Cortex-A53,"Baseline (r31252)",octane-zlib,5190
Cortex-A53,"Baseline (r31252)",octane-Typescript,2255
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2283
Cortex-A53,"Baseline (r31252)",octane-Richards,2326
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3580
Cortex-A53,"Baseline (r31252)",octane-Crypto,2507
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4396
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3299
Cortex-A53,"Baseline (r31252)",octane-RegExp,393
Cortex-A53,"Baseline (r31252)",octane-Splay,612
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3900
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2857
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1455
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1599
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3592
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3494
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1663
Cortex-A53,"Baseline (r31252)",octane-Box2D,2128
Cortex-A53,"Baseline (r31252)",octane-zlib,5142
Cortex-A53,"Baseline (r31252)",octane-Typescript,2276
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2251
Cortex-A53,"Baseline (r31252)",octane-Richards,2331
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3547
Cortex-A53,"Baseline (r31252)",octane-Crypto,2523
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4344
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3310
Cortex-A53,"Baseline (r31252)",octane-RegExp,393
Cortex-A53,"Baseline (r31252)",octane-Splay,614
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3905
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2854
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1449
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1593
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3541
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3542
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1657
Cortex-A53,"Baseline (r31252)",octane-Box2D,2244
Cortex-A53,"Baseline (r31252)",octane-zlib,5166
Cortex-A53,"Baseline (r31252)",octane-Typescript,2259
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2256
Cortex-A53,"Baseline (r31252)",octane-Richards,2333
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3597
Cortex-A53,"Baseline (r31252)",octane-Crypto,2523
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4396
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3333
Cortex-A53,"Baseline (r31252)",octane-RegExp,393
Cortex-A53,"Baseline (r31252)",octane-Splay,599
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3931
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2857
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1451
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1606
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3597
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3541
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1666
Cortex-A53,"Baseline (r31252)",octane-Box2D,2116
Cortex-A53,"Baseline (r31252)",octane-zlib,5146
Cortex-A53,"Baseline (r31252)",octane-Typescript,2233
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2252
Cortex-A53,"Baseline (r31252)",octane-Richards,2326
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3557
Cortex-A53,"Baseline (r31252)",octane-Crypto,2516
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4374
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3317
Cortex-A53,"Baseline (r31252)",octane-RegExp,392
Cortex-A53,"Baseline (r31252)",octane-Splay,603
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3871
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2854
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1520
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1704
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3880
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3525
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1665
Cortex-A53,"Baseline (r31252)",octane-Box2D,2196
Cortex-A53,"Baseline (r31252)",octane-zlib,5188
Cortex-A53,"Baseline (r31252)",octane-Typescript,2270
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2279
Cortex-A53,"Baseline (r31252)",octane-Richards,2330
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3507
Cortex-A53,"Baseline (r31252)",octane-Crypto,2517
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4469
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3305
Cortex-A53,"Baseline (r31252)",octane-RegExp,388
Cortex-A53,"Baseline (r31252)",octane-Splay,619
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3952
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2857
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1461
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1604
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3597
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3531
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1670
Cortex-A53,"Baseline (r31252)",octane-Box2D,2254
Cortex-A53,"Baseline (r31252)",octane-zlib,5159
Cortex-A53,"Baseline (r31252)",octane-Typescript,2274
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2264
Cortex-A53,"Baseline (r31252)",octane-Richards,2303
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3564
Cortex-A53,"Baseline (r31252)",octane-Crypto,2532
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4456
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3298
Cortex-A53,"Baseline (r31252)",octane-RegExp,391
Cortex-A53,"Baseline (r31252)",octane-Splay,613
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3943
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2859
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1441
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1604
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3594
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3529
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1670
Cortex-A53,"Baseline (r31252)",octane-Box2D,2261
Cortex-A53,"Baseline (r31252)",octane-zlib,5168
Cortex-A53,"Baseline (r31252)",octane-Typescript,2264
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2263
Cortex-A53,"Baseline (r31252)",octane-Richards,2292
Cortex-A53,"Baseline (r31252)",octane-DeltaBlue,3458
Cortex-A53,"Baseline (r31252)",octane-Crypto,2533
Cortex-A53,"Baseline (r31252)",octane-RayTrace,4435
Cortex-A53,"Baseline (r31252)",octane-EarleyBoyer,3311
Cortex-A53,"Baseline (r31252)",octane-RegExp,392
Cortex-A53,"Baseline (r31252)",octane-Splay,607
Cortex-A53,"Baseline (r31252)",octane-SplayLatency,3918
Cortex-A53,"Baseline (r31252)",octane-NavierStokes,2854
Cortex-A53,"Baseline (r31252)",octane-PdfJS,1456
Cortex-A53,"Baseline (r31252)",octane-Mandreel,1602
Cortex-A53,"Baseline (r31252)",octane-MandreelLatency,3579
Cortex-A53,"Baseline (r31252)",octane-Gameboy,3521
Cortex-A53,"Baseline (r31252)",octane-CodeLoad,1674
Cortex-A53,"Baseline (r31252)",octane-Box2D,2244
Cortex-A53,"Baseline (r31252)",octane-zlib,5192
Cortex-A53,"Baseline (r31252)",octane-Typescript,2266
Cortex-A53,"Baseline (r31252)","octane-Score (version 9)",2256
Cortex-A53,"Baseline (r31252)",ss-3d-cube,97
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,53
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,23
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,67
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,39
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,112
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,119
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,142
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,245
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,242
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,69
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,112
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,53
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,23
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,25
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,68
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,101
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,112
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,151
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,240
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,240
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,71
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,22
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,68
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,39
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,111
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,142
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,240
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,242
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,68
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,149
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,134
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,21
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,65
Cortex-A53,"Baseline (r31252)",ss-access-nbody,35
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,27
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,9
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,24
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,31
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,29
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,20
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,81
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,46
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,44
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,120
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,111
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,21
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,144
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,240
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,241
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,72
Cortex-A53,"Baseline (r31252)",ss-3d-cube,104
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,22
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,67
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,114
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,144
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,242
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,241
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,70
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,112
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,18
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,23
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,25
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,67
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,110
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,120
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,142
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,240
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,241
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,69
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,23
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,67
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,36
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,110
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,122
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,21
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,142
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,241
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,242
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,70
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,30
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,23
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,68
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,111
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,20
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
Cortex-A53,"Baseline (r31252)",ss-string-base64,66
Cortex-A53,"Baseline (r31252)",ss-string-fasta,141
Cortex-A53,"Baseline (r31252)",ss-string-tagcloud,242
Cortex-A53,"Baseline (r31252)",ss-string-unpack-code,241
Cortex-A53,"Baseline (r31252)",ss-string-validate-input,70
Cortex-A53,"Baseline (r31252)",ss-3d-cube,98
Cortex-A53,"Baseline (r31252)",ss-3d-morph,135
Cortex-A53,"Baseline (r31252)",ss-3d-raytrace,111
Cortex-A53,"Baseline (r31252)",ss-access-binary-trees,17
Cortex-A53,"Baseline (r31252)",ss-access-fannkuch,54
Cortex-A53,"Baseline (r31252)",ss-access-nbody,29
Cortex-A53,"Baseline (r31252)",ss-access-nsieve,22
Cortex-A53,"Baseline (r31252)",ss-bitops-3bit-bits-in-byte,8
Cortex-A53,"Baseline (r31252)",ss-bitops-bits-in-byte,20
Cortex-A53,"Baseline (r31252)",ss-bitops-bitwise-and,26
Cortex-A53,"Baseline (r31252)",ss-bitops-nsieve-bits,24
Cortex-A53,"Baseline (r31252)",ss-controlflow-recursive,17
Cortex-A53,"Baseline (r31252)",ss-crypto-aes,68
Cortex-A53,"Baseline (r31252)",ss-crypto-md5,38
Cortex-A53,"Baseline (r31252)",ss-crypto-sha1,37
Cortex-A53,"Baseline (r31252)",ss-date-format-tofte,100
Cortex-A53,"Baseline (r31252)",ss-date-format-xparb,111
Cortex-A53,"Baseline (r31252)",ss-math-cordic,24
Cortex-A53,"Baseline (r31252)",ss-math-partial-sums,121
Cortex-A53,"Baseline (r31252)",ss-math-spectral-norm,21
Cortex-A53,"Baseline (r31252)",ss-regexp-dna,60
